¦¸¼Æ,time
Our
100,flows
34,587
35,590
36,657
37,584
38,648
39,612
40,634
41,673
42,664
43,619
44,610
45,636
46,676
47,625
48,614
49,615
50,609
51,639
52,593
53,602
54,595
55,621
56,580
57,626
58,588
59,560
60,637
61,628
62,675
63,645
64,615
65,608
66,593
67,615
68,566
69,554
70,695
71,639
72,527
73,665
74,603
75,645
76,563
77,541
78,661
79,583
80,608
81,674
82,504
83,617
84,588
85,632
86,579
87,668
88,644
89,577
90,693
91,595
92,621
93,700
94,612
95,545
96,652
97,580
98,631
99,581
100,619
140,flows
1,770
2,878
3,825
4,843
5,795
6,814
7,874
8,788
9,823
10,834
11,795
12,705
13,777
14,878
15,848
16,862
17,798
18,837
19,963
20,849
21,820
22,787
23,739
24,1381
25,862
26,735
27,858
28,824
29,821
30,812
31,827
32,737
33,716
34,813
35,843
36,824
37,756
38,936
39,718
40,1162
41,891
42,821
43,1114
44,716
45,854
46,748
47,851
48,852
49,1187
50,804
51,851
52,790
53,808
54,918
55,774
56,760
57,798
58,850
59,825
60,742
61,783
62,822
63,785
64,792
65,809
66,732
67,813
68,758
69,827
70,835
71,786
72,828
73,846
74,711
75,781
76,756
77,740
78,749
79,816
80,879
81,779
82,872
83,773
84,718
85,853
86,1010
87,844
88,865
89,741
90,788
91,749
92,820
93,811
94,806
95,729
96,761
97,832
98,797
99,774
100,770
180,flows
1,950
2,985
3,967
4,1041
5,993
6,950
7,1082
8,1030
9,899
10,1045
11,1023
12,1052
13,1014
14,900
15,1285
16,1257
17,909
18,830
19,1035
20,1094
21,987
22,940
23,1061
24,562
25,957
26,575
27,935
28,830
29,959
30,1041
31,669
32,785
33,987
34,942
35,916
36,954
37,835
38,984
39,1011
40,1036
41,1040
42,930
43,1544
44,928
45,1185
46,994
47,969
48,567
49,1037
50,1253
51,1362
52,910
53,1109
54,912
55,1111
56,996
57,937
58,870
59,1076
60,1060
61,898
62,979
63,957
64,982
65,1004
66,885
67,1060
68,1162
69,1092
70,1013
71,929
72,970
73,1075
74,992
75,1046
76,1055
77,930
78,965
79,942
80,943
81,930
82,990
83,871
84,1004
85,972
86,1007
87,1121
88,965
89,921
90,959
91,956
92,1133
93,896
94,954
95,1151
96,1001
97,904
98,960
99,1012
100,1077
220,flows
1,1392
2,1089
3,1330
4,944
5,933
6,816
7,1109
8,1074
9,765
10,1145
11,1127
12,998
13,1271
14,1402
15,1181
16,1227
17,1120
18,1059
19,996
20,1015
21,1142
22,1261
23,1297
24,1187
25,1387
26,1122
27,1348
28,1133
29,1171
30,1315
31,1079
32,1063
33,1092
34,1036
35,1366
36,1370
37,1020
38,939
39,1277
40,1169
41,646
42,1339
43,756
44,1186
45,1169
46,1186
47,1047
48,1128
49,910
50,734
51,1166
52,1279
53,730
54,1194
55,1323
56,1127
57,1267
58,1189
59,1238
60,1105
61,1139
62,1211
63,1222
64,1224
65,1137
66,1085
67,1126
68,1289
69,1060
70,1102
71,1081
72,1213
73,1169
74,1115
75,1133
76,1113
77,1055
78,1005
79,1157
80,1139
81,1168
82,1211
83,1060
84,1136
85,1223
86,1170
87,1095
88,1264
89,1038
90,1157
91,1144
92,1065
93,1173
94,1437
95,1140
96,1114
97,1010
98,1147
99,1158
100,1206
260,flows
1,1348
2,970
3,750
4,1229
5,1254
6,1382
7,1065
8,800
9,1436
10,896
11,1126
12,975
13,925
14,1422
15,825
16,910
17,1375
18,1120
19,1340
20,706
21,1186
22,1274
23,1107
24,618
25,1106
26,1548
27,1290
28,621
29,1087
30,1150
31,1336
32,1411
33,760
34,1185
35,1049
36,1155
37,1417
38,1331
39,890
40,1553
41,1205
42,638
43,1290
44,692
45,1266
46,740
47,1211
48,824
49,1391
50,1290
51,795
52,1028
53,1081
54,1348
55,1370
56,1430
57,1301
58,1256
59,1334
60,1288
61,1520
62,1287
63,1245
64,1372
65,1225
66,1299
67,1202
68,1424
69,1281
70,1310
71,1374
72,1370
73,1558
74,1478
75,1477
76,1276
77,1368
78,1432
79,1413
80,1359
81,1491
82,1501
83,1311
84,1317
85,1298
86,1190
87,1374
88,1428
89,1397
90,1515
91,1301
92,1291
93,1334
94,1408
95,1533
96,1367
97,1397
98,1258
99,1416
100,1326
JDPS_Flow_Sorting
100,flows
1,602
2,553
3,597
4,595
5,601
6,533
7,651
8,633
9,632
10,547
11,589
12,706
13,600
14,660
15,595
16,730
17,604
18,591
19,584
20,636
21,714
22,558
23,673
24,610
25,565
26,662
27,618
28,663
29,646
30,706
31,627
32,650
33,520
34,665
35,660
36,648
37,609
38,614
39,643
40,610
41,637
42,627
43,601
44,657
45,683
46,680
47,603
48,699
49,583
50,559
51,980
52,559
53,646
54,580
55,632
56,597
57,643
58,588
59,587
60,651
61,610
62,696
63,568
64,612
65,629
66,576
67,647
68,546
69,560
70,715
71,631
72,556
73,640
74,629
75,624
76,560
77,613
78,624
79,641
80,632
81,675
82,474
83,643
84,604
85,646
86,573
87,703
88,607
89,601
90,657
91,574
92,585
93,721
94,592
95,624
96,621
97,582
98,642
99,577
100,632
140,flows
1,769
2,850
3,810
4,824
5,797
6,810
7,835
8,858
9,831
10,900
11,776
12,1030
13,817
14,828
15,843
16,830
17,810
18,1487
19,933
20,881
21,824
22,805
23,740
24,1408
25,852
26,770
27,904
28,838
29,820
30,809
31,830
32,747
33,743
34,789
35,819
36,782
37,837
38,925
39,706
40,1207
41,916
42,860
43,1166
44,599
45,824
46,763
47,851
48,827
49,1180
50,808
51,842
52,794
53,795
54,998
55,764
56,726
57,747
58,796
59,775
60,755
61,810
62,795
63,797
64,752
65,795
66,745
67,885
68,759
69,851
70,816
71,903
72,853
73,778
74,688
75,768
76,790
77,713
78,740
79,812
80,822
81,785
82,865
83,744
84,722
85,857
86,985
87,911
88,851
89,741
90,862
91,740
92,794
93,770
94,756
95,722
96,736
97,816
98,768
99,759
100,791
180,flows
1,984
2,1027
3,970
4,942
5,1399
6,938
7,696
8,1014
9,913
10,1012
11,1073
12,1185
13,976
14,953
15,1282
16,1062
17,990
18,807
19,1000
20,1250
21,946
22,829
23,1119
24,548
25,985
26,551
27,1068
28,842
29,904
30,1110
31,671
32,756
33,998
34,978
35,1016
36,1005
37,849
38,911
39,978
40,1012
41,1049
42,956
43,1541
44,980
45,1181
46,1048
47,923
48,646
49,1004
50,1224
51,1325
52,934
53,1074
54,1355
55,1171
56,1015
57,953
58,891
59,1070
60,1073
61,926
62,974
